TSNE_1,TSNE_2,TSNE_26,TSNE_27,TSNE_51,TSNE_52,TSNE_76,TSNE_77,TSNE_101,TSNE_102,TSNE_126,TSNE_127,TSNE_151,TSNE_152,TSNE_176,TSNE_177,TSNE_201,TSNE_202,TSNE_226,TSNE_227,TSNE_251,TSNE_252,TSNE_276,TSNE_277,TSNE_301,TSNE_302,TSNE_326,TSNE_327,TSNE_351,TSNE_352,TSNE_376,TSNE_377,TSNE_401,TSNE_402,TSNE_426,TSNE_427,TSNE_451,TSNE_452,TSNE_476,TSNE_477,TSNE_501,TSNE_502,TSNE_526,TSNE_527,TSNE_551,TSNE_552,TSNE_576,TSNE_577,TSNE_601,TSNE_602,TSNE_626,TSNE_627,TSNE_651,TSNE_652,TSNE_676,TSNE_677,-logC
12.303611,5.1907434,10.131638,-1.2605859,3.0597005,-0.96025693,0.56075364,0.34910423,2.0155222,-0.06772202,5.253586,-0.4127025,11.417483,0.8229349,15.192348,0.13840759,17.176516,-0.72855693,17.576077,0.35794193,17.930262,-0.7064723,17.214441,-0.7874559,19.7955,0.07295863,20.763731,1.0037639,-20.242584,0.11115225,-19.227503,0.7737372,-16.93199,1.3612187,-12.365248,-1.1691511,-3.238318,0.4244685,0.9840113,0.79432625,6.324501,1.3087319,13.337899,-1.5440767,15.580104,1.1442868,18.288567,-0.16644476,16.53557,-2.298352,15.019826,0.7247795,14.271647,1.6723697,13.656554,0.9542821,4.022276394711152
14.148071,5.660675,11.692058,-0.8637656,7.0307403,-0.9358473,5.054226,0.040577423,5.058864,-0.41385072,8.673623,-0.5170399,15.196061,0.98968995,18.427557,0.38650495,18.935394,-0.9707726,18.963175,0.23681918,19.03539,-0.81456256,18.303461,-0.9356538,20.813179,0.03923405,21.826666,1.0275322,-21.539072,0.1946437,-20.955305,0.7240065,-19.597265,1.3633764,-17.45414,-1.5466703,-8.970102,1.107451,-2.608625,-0.46704447,2.0089688,1.1978363,10.512634,-2.2368286,14.627461,1.3416072,18.004742,-0.53459936,16.581589,-2.0583255,15.135952,0.7061292,14.451598,1.139366,14.024962,0.98793393,4.0
18.491991,7.0657816,21.517572,0.461377,22.164608,0.11454958,20.672188,-0.05674347,20.331448,1.2344828,19.293976,-1.5311042,19.37615,2.9741747,18.274206,-2.6227567,18.250402,-3.3911805,19.092356,2.2928705,19.939507,-1.6064159,16.601376,0.3968191,6.6537595,-2.5714433,-19.368555,-1.5777528,20.984058,0.95935786,19.922777,2.1749413,19.311224,1.5524524,18.148409,2.6528733,17.451963,-4.1439786,16.803473,3.4621072,17.457182,3.6496634,18.972414,1.7456183,17.548435,5.7726736,20.227997,-4.4119716,20.34703,0.99616927,19.679903,-2.0082312,19.926218,0.39695355,19.2744,-0.39237767,5.301029995663981
17.756643,6.923301,20.79785,0.62016606,21.54409,0.11050397,19.82757,0.01621458,19.759657,0.14076704,19.033993,0.13802065,19.794102,0.7114972,19.337336,0.046245057,17.631687,-0.07495294,14.62761,-0.2597489,12.388001,-0.3929927,8.06004,-0.5082205,4.394262,-0.54449165,-2.6160696,1.3448187,11.026803,-1.3200307,15.453556,-0.01884425,17.111404,-1.1526982,17.989975,-1.4375933,18.554352,-0.2501177,17.419477,0.2642838,16.92059,-0.3185718,17.45656,-2.724647,14.977759,0.24235784,13.044637,0.23217936,8.781405,-1.4002062,5.862039,-0.2440998,3.037253,1.1075712,-0.16850922,0.22174126,5.0
17.281635,7.115751,20.336864,0.42452738,20.531528,0.082982995,18.647562,0.061378803,18.378098,-0.44349253,16.984896,1.1346178,15.787973,-1.1915804,10.366329,0.96159756,8.124488,-0.45941404,6.38269,0.03848224,-0.14176092,-1.2406522,-9.327822,-0.5623119,-16.234484,2.0392427,-19.230247,-0.44104463,20.267014,-0.44093052,20.060228,0.24556501,20.026396,-0.65683407,19.589098,0.3671539,19.507513,-1.6696125,18.393085,0.8573691,17.345041,-0.33565688,16.164839,-3.440647,6.886533,1.6138487,0.9415557,0.96493065,-3.5626307,-0.42741138,-7.57267,-0.46729124,-12.551091,1.4472784,-13.621974,0.004591402,4.823908740944319
4.69799,5.394401,15.5133705,0.92830944,18.172256,0.038439024,17.023582,0.27940977,16.829533,-0.008992484,15.268032,0.8504248,13.404634,-1.313372,9.116951,0.7301683,7.4861507,-0.43354675,5.966912,0.03269664,-0.34326306,-1.1638715,-9.144955,-0.4922645,-15.645048,2.002521,-18.837656,-0.4782062,19.91173,-0.27257174,19.904917,0.19078103,19.966673,-0.7508585,19.68699,0.12375423,19.505997,-1.5191078,18.175508,0.75702286,16.99302,-0.50658834,15.453994,-3.5507302,6.3156385,1.4695023,0.74663305,0.9700331,-3.5536475,-0.3434045,-6.856581,-0.26929855,-11.531666,1.1634253,-12.456676,0.26450425,4.698970004336019
4.3752966,4.4331837,10.373952,1.6305318,17.5219,0.6837389,16.93286,-0.2032775,17.080608,-0.08290611,16.287664,0.92592,16.229994,-0.8593172,12.02667,1.2819091,10.84983,-0.5780371,9.0754385,0.14071907,6.744356,0.19777255,-0.41954786,1.1727657,-5.7865324,-0.26329127,-13.173643,-0.93720627,17.303493,-0.0039851693,18.267902,-0.18658951,18.676805,-1.4280945,18.72408,-1.0335317,18.53511,-0.6267754,16.575766,0.101623885,14.89042,-0.6661227,9.430861,0.32361546,3.352408,0.53886926,-1.1343368,0.84787107,-5.8192687,0.57654613,-9.170754,-0.23894726,-13.287788,1.2280533,-13.869042,0.141155,4.6020599913279625
10.418981,6.170977,15.17154,0.657703,17.132809,0.10342232,16.146088,0.24935946,16.26414,0.062361162,15.359888,0.5196755,15.185008,-0.8043455,11.709067,1.1051787,11.123701,-0.5674517,9.6870985,0.16305998,7.9680567,-0.13206758,1.9825242,0.91308486,-1.8853775,1.5177927,-8.944587,-0.93866426,14.761397,-0.7484373,16.727146,-0.014366261,17.415573,-2.0099175,17.518723,-1.0000006,17.392426,-0.4550938,15.680421,-0.20030153,13.733801,-0.69605476,7.962809,0.41497833,2.8396032,0.44904998,-1.1671293,0.80145955,-5.4730487,0.35751766,-8.480323,-0.29299253,-12.537026,1.1664549,-13.029852,-0.098299086,4.522878745280337
2.5590198,2.3765702,4.898617,-1.0377518,14.6168585,0.3671134,14.348665,0.03118885,14.778166,-0.31570566,14.077426,0.49773282,14.177113,-0.6202438,11.885204,0.9628005,11.597232,-0.56507015,10.714167,0.16862558,9.763339,-0.32477275,5.4466887,0.65938276,3.0691135,-0.32174578,-2.4807277,1.0978838,9.124407,-1.0888942,12.914705,0.20685147,14.354266,-1.0037514,14.599895,-1.3290912,14.445258,-0.48179814,13.257241,-0.25090384,10.269084,-0.9324317,4.749872,0.37141296,1.8877139,0.1747619,-1.5597547,0.6730043,-5.1059785,0.24062598,-7.796045,-0.30724037,-11.585432,0.88888687,-11.921464,-0.11689633,4.455931955649724
2.0194502,3.6526113,8.855753,1.2501413,15.726318,0.24406002,14.702826,0.1685313,14.842172,-0.30274007,14.259806,0.42659575,14.957574,-0.39862046,13.073801,0.9865819,12.521919,-0.6744356,11.842827,0.3462462,11.028158,-0.45877352,8.030197,-0.30101883,6.790125,-0.33094528,2.406169,-0.3399031,3.4031427,-0.7595106,9.141761,-0.65669125,12.286681,-1.4065454,13.292026,-1.1756582,13.943832,-0.004831545,13.482226,-0.043201767,11.972149,-0.55623066,8.203127,-0.113275886,4.639648,0.5812669,1.1462185,0.65080476,-1.0330557,-0.25958496,-3.0593505,-0.22098374,-7.014995,1.2229749,-8.173692,0.118892044,4.3979400086720375
1.7005184,3.5829787,7.6556473,0.3111385,7.6793866,-0.27341866,9.153514,0.09270308,9.904142,0.14711608,9.741241,0.479729,10.184646,-0.085969634,10.197325,0.5622803,11.026161,-0.5110151,10.765221,0.18652327,10.461645,-0.50619423,7.792559,-0.22097616,7.1984324,-0.29003358,3.2046456,-0.4641762,1.7235526,-0.5840625,7.085491,-0.83426285,10.476736,-0.7328836,11.500181,-0.76527673,12.010841,-0.23057221,11.932983,0.024321632,10.062372,-0.5357795,7.0186996,-0.10940676,4.4124565,0.37871882,1.3407506,0.5527505,-0.44429016,-0.29196307,-2.1204798,-0.05091015,-5.709428,0.9573961,-6.268205,-0.023087112,4.346787486224656
2.8937256,2.8335035,1.835034,-0.9460763,6.624976,0.16364788,8.326162,-0.03841315,8.966789,-0.044107422,9.311026,0.36139488,10.892846,0.07597657,11.483397,0.5615913,12.240482,-0.44589472,12.367115,0.12922518,12.410062,-0.8149817,10.564355,-0.35644728,11.713371,-0.17425524,9.493752,-0.14726025,-5.099681,-0.09328008,0.3125636,0.9807013,5.906252,-0.7840147,8.337816,0.021238837,9.905525,-0.12562217,10.817483,0.017368505,10.060098,-0.11977325,8.565933,-0.6585869,6.4216514,0.7994869,8.662656,0.09437149,1.1038427,-0.29328263,-0.2663507,-0.31861234,-3.6677291,0.9630984,-4.048081,0.3583447,4.301029995663981
4.9203854,3.9132843,3.752459,0.12894781,5.5289645,-0.39929074,5.6501174,0.035657723,4.898712,-0.038846463,4.71446,0.05199765,7.433115,0.5525291,9.136718,0.4393217,10.63916,-0.5287353,11.044847,0.28755048,11.198402,-0.5379499,9.177413,-0.29064712,9.605651,-0.22320907,6.9744887,0.041982286,-1.7475914,-0.46718356,4.6771708,-0.24067585,9.772314,-1.3075957,11.993243,-1.0344131,13.881954,0.2858014,14.517207,0.0056007765,15.041781,0.0034882028,16.045229,-2.7413433,14.056125,0.45169815,13.356674,0.17346199,9.328473,-1.4023556,6.339603,-0.3432614,3.8197854,0.9953504,1.4310004,0.2821305,4.259637310505756
7.377463,4.867397,9.019909,0.2683399,7.589834,-1.0018277,7.21665,-0.2103515,6.9467287,-0.0697024,7.375489,0.11550297,10.047425,0.4418367,11.420453,0.26883176,12.9456,-0.21165861,13.533666,0.4327994,13.964158,-0.77406836,12.52211,-0.15783696,14.346672,-0.18737084,13.507687,0.24238463,-9.293593,0.11686295,-4.5443287,0.7849203,1.538884,-0.9252648,6.4325476,0.40926743,9.795433,0.23926553,12.85047,0.34227458,14.354004,0.2856837,16.146675,-2.373752,15.18911,0.6215007,15.243544,0.08405036,11.247574,-0.82239056,7.4208827,-0.5182137,4.6648836,0.9796753,2.4508667,0.334747,4.221848749616356
15.027222,6.313588,16.89337,0.08277066,15.172856,-0.6408378,10.724602,0.026989764,9.50974,-0.16932265,9.182655,0.3058182,11.099734,0.07253083,11.894211,0.48213267,12.768933,-0.2727607,13.098358,0.40267038,13.454404,-0.86698806,12.19583,-0.25574917,14.4151325,0.16045745,14.128054,0.41840053,-10.890935,0.9336552,-6.3247075,1.0720828,-1.6780617,-0.68093723,2.6990142,-0.4066358,5.398962,-0.20663896,6.9153996,0.027518552,7.9900584,0.26408827,9.377762,-1.2571123,9.19744,1.0228509,11.269867,0.30604297,8.7233515,-1.2076671,6.668426,-0.19097435,4.80638,0.8327125,2.9389658,0.19429956,4.187086643357144
8.141932,5.0735526,10.182641,0.08055022,8.526368,-0.8455507,7.459621,0.25290236,6.7724547,-0.059758127,7.6390214,0.009431545,10.764173,0.5096656,12.47352,0.5498285,14.051607,-0.41124448,14.501878,0.46328095,14.849784,-1.0213958,13.590673,-0.38699052,15.754587,0.08158314,15.715957,0.6383587,-12.860714,1.0406253,-8.009127,1.1985035,-3.1216474,-0.75730854,2.4139829,-0.5945524,6.1360188,-0.14422697,8.919312,-0.6651688,11.660135,0.51374227,14.038891,-2.2316813,13.3766775,0.65877163,14.120203,0.040458925,10.987677,-0.83757305,8.111292,-0.50135297,5.839819,0.95706314,3.9138553,0.049343463,4.154901959985743
6.8917913,4.1286993,2.4904633,0.6772023,1.4606962,-0.802782,0.122711554,-0.14505784,1.6035476,0.0029362787,3.750532,-0.3405148,8.497815,0.74741787,11.113762,0.19423825,13.51652,-0.23866297,14.347396,0.46726018,15.029086,-1.0581336,13.930777,-0.5873459,16.38078,0.16173606,16.645657,0.84170085,-14.408272,0.104222015,-11.25921,1.0055931,-5.6823797,-0.4540343,0.41636708,-0.70699507,4.970537,-1.0001549,8.200485,-0.40028808,11.314342,0.6977227,13.885989,-2.1144545,13.377269,0.65085244,14.074656,0.04729693,10.70358,-0.7116831,7.449164,-0.43349034,5.0733767,0.88747203,3.100458,0.0782792,4.1249387366083
13.950043,6.4066205,12.398245,-0.15500754,8.484383,-1.0745858,7.040886,0.22359018,6.743934,-0.09470478,8.618336,-0.14157934,13.471308,0.74871165,16.240713,0.3175265,17.380035,-0.65221214,17.362604,0.16927417,17.465948,-1.0438863,16.515701,-0.61978763,19.037184,-0.36470625,19.83804,1.2332959,-19.00239,0.06762899,-17.500597,0.5864177,-14.084439,1.4480834,-8.716346,-1.1888667,-1.6700169,0.046838243,1.5390393,0.6460159,4.5289817,1.0967054,9.743227,-1.8393114,11.419203,0.7324513,13.791809,-0.08726261,11.339977,-1.12357,8.660688,-0.47761527,6.5686173,0.96697634,5.026437,0.29692596,4.096910013008056
7.5330467,3.9028916,2.6084836,0.11885239,2.089178,-0.80540866,0.24813116,0.25663298,1.48276,-0.002417176,4.0184526,-0.41912806,9.501332,0.8469506,12.588486,0.19096826,15.297799,-0.18678363,16.0464,0.43310758,16.529512,-1.0754575,15.718147,-0.688306,18.363731,-0.46377963,19.203054,0.88031465,-18.167414,0.4660093,-16.506426,0.56194717,-12.214885,-0.1013629,-6.6102476,-1.26839,0.68974996,-1.1763952,4.860244,0.6833664,10.306358,1.1684173,15.133737,-1.8077109,16.158943,1.3565611,18.157099,-0.0147053795,15.574777,-2.1841054,12.799608,0.46019745,11.268014,1.0881132,10.232564,1.121535,4.070581074285707
12.520137,5.8656726,9.584999,-1.0991342,2.7624056,-1.179276,-0.35279262,0.42894834,0.24299896,-0.32596007,2.4920936,-0.4999499,7.913372,0.86499715,10.9037695,0.28384736,13.592871,-0.19188398,14.88672,0.57788765,15.646766,-1.0712094,14.84424,-0.6225623,17.488455,0.038715422,18.057352,0.8999454,-16.562548,0.3206609,-13.690153,1.1502693,-8.136739,-0.28716543,-1.6153175,-1.1462148,4.1585603,-1.0738951,8.502156,-0.8370641,13.401211,0.64471656,16.675814,-2.0512,17.422686,1.2311149,19.11634,-0.6890949,16.803394,-2.4623806,14.455891,0.7293689,13.296111,1.4845381,12.707864,1.403076,4.045757490560675
12.046241,5.193729,10.223609,-1.1347953,3.191033,-1.080505,-0.0136047015,0.51323897,0.77186775,-0.21209964,3.3932018,-0.54735655,9.109125,0.8481644,12.374,0.11620486,15.110875,-0.22120322,16.015179,0.46067822,16.57041,-1.0913391,15.835213,-0.72472745,18.478518,0.09268874,19.252558,0.87003714,-18.061604,0.14194532,-15.871261,0.8360768,-10.7661085,-0.30464736,-3.7288175,-1.2624228,2.9526505,-0.992158,7.903192,-0.70732814,13.320715,0.75701886,16.879728,-2.136304,17.655323,1.3830088,19.47325,-0.6771608,17.178276,-2.4488208,14.491015,0.83114016,13.126563,1.4656061,12.450668,0.87383294,4.022276394711152
13.813584,5.6864376,11.960947,-0.53635156,7.114706,-1.1374873,4.7419224,0.058037627,4.01417,-0.078340456,6.9641814,-0.49502662,13.036305,0.9401761,16.933321,0.14365537,18.19216,-0.4722386,18.16243,0.42360672,18.31796,-1.2175962,17.66451,-0.34715554,20.138428,0.10844422,21.055113,1.5918434,-20.55205,0.120760836,-19.589325,0.927937,-17.242083,1.3257076,-12.24368,-1.2161512,-2.6676362,0.47198337,1.9420259,0.9139291,8.474686,1.4986626,15.106504,-1.3827214,16.875055,1.023423,18.946306,-0.6034301,16.81434,-2.4524214,14.257486,0.76770705,13.025114,1.0699929,12.244473,0.9160635,4.0
12.76406,7.04013,18.514874,0.7041564,20.568989,0.13410981,19.150389,0.047814768,18.892282,-0.3558618,17.158028,1.2791334,13.60003,-1.7282088,6.3398175,0.85450715,3.8814476,0.24942873,-3.6182616,-0.6985956,-9.449659,0.58335286,-16.621979,1.5736595,-19.138422,1.1966244,-19.629513,-0.17816085,20.176142,-0.660303,19.828144,-0.38092875,19.46258,-1.6267447,18.333447,-0.41489476,16.580324,-1.0296389,11.575395,-0.99257636,-0.2541161,1.8749034,-5.878102,-0.41091454,-9.987529,-0.35692388,-15.636892,2.0260823,-18.476385,0.40828183,-18.455118,-0.05156258,-20.734148,0.7101384,-20.359755,0.5389213,4.823908740944319
-4.3393197,0.46081015,4.5013185,-1.4751493,16.172659,0.7244336,15.621607,0.279563,14.441258,-0.111710675,8.7472,1.6579342,3.1775198,-0.23947558,-2.5535626,1.4524032,-8.283412,-0.08107064,-11.758211,0.5028197,-15.778825,-0.7530278,-20.929865,0.17051293,-20.234318,0.89632833,-20.120115,0.08494356,20.515873,-0.20478526,20.100468,0.11583685,19.926308,-1.3456054,18.85898,-0.3849613,17.491207,-1.1352179,12.918535,-0.867244,0.4397037,2.0678785,-5.30073,-0.31464005,-9.458502,-0.25706056,-15.194716,2.0164084,-18.245605,0.38131908,-18.226955,0.7569012,-20.573345,1.44586,-20.26518,-0.15054603,4.698970004336019
-7.5508018,-1.1764793,-7.8629203,-1.8377068,3.2982,1.3411127,9.8891535,-0.31877723,9.564731,-0.6583394,3.7919812,0.8855162,0.6101608,-0.40507203,-5.121232,1.3816991,-8.263277,0.075428106,-11.045134,0.40582785,-14.168737,-0.3542994,-19.4923,0.0008490288,-19.605011,1.0357784,-19.567934,0.020049032,19.878767,-0.82400185,19.291594,-0.6230777,18.670738,-1.9468654,16.905323,-0.54833126,13.381693,-0.9964714,5.750126,-1.0775108,-3.5299897,0.79735607,-8.421007,-0.4440939,-12.90364,-0.91980815,-16.823723,1.7913629,-19.092754,0.61292857,-18.901579,0.83022046,-20.885748,1.3491126,-20.475893,-0.097185545,4.6020599913279625
-8.086698,-1.2470318,-9.632587,-1.9996653,2.8730013,1.3371714,9.262948,-0.28562587,9.315973,-0.519228,4.704965,0.92914385,2.346884,-0.44167656,-1.1109949,1.0140486,-4.2324085,0.8941615,-7.520236,0.47416797,-10.043248,0.17928249,-14.95478,1.1546245,-16.364721,1.3646258,-17.251198,-0.285079,17.886602,-0.2423626,17.107471,-0.53496295,15.733834,-1.8955258,12.67982,-0.06802689,7.2135434,-1.3161808,-1.4989077,0.7954979,-7.5713296,-0.33301854,-14.097952,-0.2960369,-16.201014,-2.5527608,-18.627419,1.2525172,-20.318327,0.7029318,-19.522116,0.31311524,-21.339622,1.0865624,-20.873245,0.26029828,4.522878745280337
-7.8543816,-1.6836733,-7.5887203,-1.4986756,0.16559288,0.4684611,5.8186975,-0.12205641,4.7039657,0.45208746,0.5701026,0.08922353,-2.0868738,0.63391626,-7.0541263,1.0596073,-8.836198,0.13634668,-10.932631,0.3275748,-13.362292,-0.14141513,-18.008463,1.1417252,-18.395815,1.1634129,-18.499338,0.038064037,18.629044,-0.92330456,17.839922,-0.9728534,16.483456,-2.007027,13.858025,-0.12564656,8.295406,-1.288467,-0.7778611,0.9561043,-6.9926524,-0.21790576,-13.424422,-0.3035829,-15.735741,-2.544899,-18.382034,2.0045388,-20.214342,0.0028249957,-19.445734,0.6294503,-21.285992,1.2029682,-20.810974,0.39714658,4.455931955649724
-6.7548914,-0.96769464,-9.093776,-1.534384,-1.0786468,0.56419146,4.6644983,-0.21706039,4.976457,0.1401089,2.6324332,0.28096205,1.7357978,-0.12838776,0.5377654,0.81794256,-0.46674353,0.24184607,-3.609316,-0.25335157,-5.9453545,0.26020217,-9.80889,0.21349591,-10.119715,0.35180628,-11.8251295,-0.12812474,12.48914,-0.30446452,11.8918295,-0.49467462,9.702737,-0.024913182,5.11156,-0.76807195,0.27728298,0.29635546,-5.826347,0.48930725,-10.857747,-0.7807002,-16.816975,0.21180928,-16.722107,-2.5117056,-18.385948,1.8753966,-19.746489,0.80233616,-18.997644,0.78082347,-20.676552,1.4160103,-20.162699,0.5297761,4.3979400086720375
-6.919338,-1.4503797,-9.1374035,-1.0379741,-2.2406342,0.2003886,0.055421975,-0.41628683,0.5061203,0.17420265,-1.4672959,-0.40331617,-3.839569,0.45176306,-7.4945903,0.89549065,-8.3208685,0.25912476,-9.752887,0.24772097,-10.991097,0.25051567,-15.085055,1.0049336,-15.404758,1.0941241,-15.665665,-0.28209686,15.695113,-0.5711543,14.043111,-0.5792205,11.485028,-0.4406188,6.483448,-0.91259116,0.9936309,0.406574,-5.5917544,0.49222264,-11.176401,-0.8257313,-17.690216,0.15273406,-17.51851,-2.6387517,-19.17497,1.301637,-20.473602,0.5624374,-19.47992,0.18812272,-21.212631,0.84173596,-20.721094,0.059715092,4.346787486224656
-3.507622,0.23318619,-5.591474,-0.9476671,1.2647591,0.72088635,5.4548745,-0.024576895,3.8914204,0.42401102,0.5705886,0.031520057,-0.52566344,-0.120697714,-2.781417,0.9707876,-4.6475124,0.67840505,-6.5147285,0.21467185,-7.8828964,0.2774626,-10.752443,0.18017338,-10.725226,0.46193573,-11.652575,0.035856836,11.7000065,-0.21108261,10.581498,-0.13460496,7.7327895,-0.04078775,2.5844061,0.6232708,-3.001521,-1.264005,-7.86161,0.5766733,-12.94661,-0.5130798,-18.513746,0.3012704,-17.357714,-2.476192,-18.619894,2.0195706,-19.752249,0.26167262,-18.82243,0.38192976,-20.450417,0.7516546,-19.874985,-0.12184816,4.301029995663981
0.41181666,2.853114,3.0047438,0.15256386,5.7265964,0.124666475,7.2538266,-0.20369266,5.466289,0.2746195,2.3347132,0.23753,1.5496438,-0.34380862,0.21400791,0.72036207,-0.49020806,0.24438745,-3.3445773,-0.06457474,-5.0767603,0.18128519,-7.744355,0.34874842,-6.7603536,0.7370168,-6.9342823,0.23574747,6.7176256,-0.018971598,5.688275,0.37963447,3.1593997,0.19218321,-1.5802228,1.0643898,-5.7266006,-1.150956,-10.233496,0.13834079,-16.671244,0.9758556,-20.298594,0.45197335,-18.219656,-2.6520138,-19.210049,2.042316,-20.259869,0.69657725,-19.174368,0.06980873,-20.762148,1.391895,-20.206049,0.5355375,4.259637310505756
0.7302545,1.712078,-4.6843886,-0.56955343,-1.0340351,0.026051782,-0.20647368,-0.060778063,-0.18272328,0.19769228,-1.6586645,0.2957538,-2.649594,-0.06638992,-4.187959,0.7906163,-4.4981346,0.56232214,-5.980653,0.043977004,-6.854993,0.2714069,-9.21072,0.39761272,-8.075772,0.5577003,-8.072733,0.3303738,7.3206353,0.11143463,6.0627017,0.30161434,3.4383557,0.22771536,-1.388735,1.0747281,-5.6076646,-1.087261,-9.788321,0.11906034,-15.741261,0.81298447,-19.246529,0.34887624,-17.444036,-2.1497326,-18.389454,1.384889,-19.315655,0.28771245,-18.333529,0.05381586,-20.089512,1.4069502,-19.545765,-0.10916569,4.221848749616356
12.766535,6.3405747,12.611154,-0.3315951,7.1281614,-0.4944589,6.816751,0.23115893,4.591076,0.41224974,1.5607971,0.12282367,1.4550853,0.28185177,1.6716393,0.6321092,1.8604466,0.11176645,-0.22099578,0.45236748,-2.440218,-0.11403136,-4.888215,0.57079357,-2.8457925,0.55592966,-2.0264888,0.019030258,0.88617265,0.394451,-1.0082734,-0.21756946,-3.3447278,1.0451225,-7.42884,0.47052222,-10.561329,-0.9894533,-14.3377495,0.36794117,-19.898443,0.4889514,-21.908234,0.6326388,-18.970085,-2.5814073,-19.611364,1.4773304,-20.510801,0.13395497,-19.315449,0.69070613,-20.907452,0.7298307,-20.282303,-0.14748746,4.187086643357144
-3.6127505,-0.20443112,-8.099268,-0.9583,-0.7188724,0.14199339,-0.025022127,0.08826518,-0.068957515,0.105435014,-1.3431883,0.29304928,-1.4672087,-0.03501987,-1.7476358,0.44536623,-1.7266281,0.20097421,-3.6320217,-0.04988229,-4.594547,0.01920194,-6.164911,0.41407263,-3.8784246,0.65265393,-2.6932485,-0.030185688,1.5841688,0.49554342,-0.2510046,-0.043315638,-2.7529604,1.0160155,-7.157656,0.6394806,-10.491928,-1.2050239,-14.2252,0.29311186,-19.543713,0.42500556,-21.444628,0.70879996,-18.555632,-2.5615432,-19.12071,2.0535834,-19.90245,-0.11093011,-18.835224,0.026204204,-20.349043,0.7204372,-19.727365,0.5289538,4.154901959985743
1.9370863,2.565084,-3.7164307,0.015125462,-1.5033805,0.15507251,-0.99576104,0.026998015,-1.0567422,0.21119177,-2.100354,0.18645462,-2.21363,-0.34451732,-2.3376503,0.5162748,-1.9905082,0.11704837,-3.07726,0.027645404,-3.97539,0.14241195,-5.5801096,0.51899344,-3.2157693,0.5357517,-2.1078904,-0.072384104,0.7426397,0.5132396,-0.92955565,-0.13179523,-3.1151206,0.97896403,-7.1130204,0.3687257,-9.954384,-0.8865166,-13.231224,-0.37061834,-17.70556,0.35543713,-19.627329,0.67482334,-16.900816,-2.132472,-17.546448,1.6333898,-18.288784,0.3158274,-17.191233,0.39481914,-18.872524,0.9980998,-18.349783,0.22049117,4.1249387366083
1.4990519,3.4257154,-1.2171534,0.16352417,-1.575317,-0.03549661,-1.8029089,0.10515704,-1.8311313,0.026702764,-2.9875875,-0.0901129,-3.647911,-0.19504403,-4.069772,0.42462593,-3.7340035,0.49349988,-4.7177963,-0.13150406,-5.4150863,0.018492829,-6.843099,0.5349369,-4.4258556,0.9486304,-3.0614817,-0.025439586,1.6195248,0.58587426,-0.059040777,-0.025944741,-2.2732387,0.8756249,-6.521896,0.7710098,-9.915667,-1.2608825,-13.587866,0.18502556,-18.694176,0.64137906,-20.71152,1.0490937,-17.95323,-2.0739307,-18.553411,1.9394501,-19.288776,0.01779063,-18.09248,0.32123995,-19.826931,1.3146771,-19.266855,0.5047886,4.096910013008056
6.8587604,4.632257,0.16399446,0.46620366,-0.71197253,-0.28398633,-1.6014259,0.25825083,-2.4639366,0.06899149,-4.7461877,-0.1405353,-6.2313576,0.16910656,-7.7684374,0.61989456,-7.67719,0.42111486,-8.425317,0.24211818,-9.186477,0.116826326,-11.516374,0.23368742,-10.460406,0.723961,-9.872247,0.22841248,8.474949,0.110398754,6.194902,0.6035758,2.6226242,0.57996553,-2.7900796,0.93943566,-7.26343,-1.2044822,-11.949464,0.26654246,-17.784037,0.80626726,-20.616556,0.60947394,-18.165188,-2.5821242,-18.991247,1.3172641,-19.8354,0.7720735,-18.693533,0.8437758,-20.241152,0.6935363,-19.634779,0.5348576,4.070581074285707
14.075542,6.1115837,13.751339,-0.40723702,14.274267,0.16641219,10.917828,-0.03527127,9.092902,-0.5613555,6.619318,0.7205013,6.8384585,0.33653378,6.383772,0.53475094,7.00109,-0.41303286,6.943709,0.06123178,6.302708,-0.26017278,4.7957473,0.18878116,7.81749,0.5680663,9.63931,0.9001784,-10.8990965,0.1807713,-12.647542,-0.0034580594,-13.853305,0.33682275,-16.769377,-0.28942338,-17.860134,-0.28905678,-19.721224,-0.8134055,-22.30418,-0.28607705,-22.807703,1.04673,-19.057055,-1.961025,-19.210402,1.3369972,-19.551882,0.7361494,-18.266932,0.7058673,-19.89998,1.3528363,-19.305962,-0.032425944,4.045757490560675
1.4663947,2.1686013,-8.445024,0.74001676,-7.19446,-0.20998244,-7.341934,0.10070559,-6.8897758,-0.061283834,-8.35679,-0.13829722,-9.530355,0.2815429,-10.328761,0.23654245,-9.332996,0.4534757,-9.291856,0.17968689,-9.309987,-0.117778435,-10.4859915,0.5261271,-7.974359,0.98474365,-5.632442,-0.097735405,3.3829262,0.6238667,0.48542035,-0.27639103,-2.5463207,1.2891375,-7.2923474,1.0409275,-10.481954,-0.6805185,-13.8056,-0.061423812,-18.071857,0.21404767,-19.698412,0.87744087,-16.690868,-2.0395412,-17.195984,1.5946636,-17.764864,0.3448179,-16.306822,0.3862016,-17.894396,0.9617171,-17.537971,0.21122947,4.022276394711152
