TSNE_1,TSNE_2,TSNE_26,TSNE_27,TSNE_51,TSNE_52,TSNE_76,TSNE_77,TSNE_101,TSNE_102,TSNE_126,TSNE_127,TSNE_151,TSNE_152,TSNE_176,TSNE_177,TSNE_201,TSNE_202,TSNE_226,TSNE_227,TSNE_251,TSNE_252,TSNE_276,TSNE_277,TSNE_301,TSNE_302,TSNE_326,TSNE_327,TSNE_351,TSNE_352,TSNE_376,TSNE_377,TSNE_401,TSNE_402,TSNE_426,TSNE_427,TSNE_451,TSNE_452,TSNE_476,TSNE_477,TSNE_501,TSNE_502,TSNE_526,TSNE_527,TSNE_551,TSNE_552,TSNE_576,TSNE_577,TSNE_601,TSNE_602,TSNE_626,TSNE_627,TSNE_651,TSNE_652,TSNE_676,TSNE_677,-logC
17.901583,7.2787237,20.816162,0.61177963,21.584858,0.11118424,19.90993,0.0107146,19.838795,0.22899769,19.129795,-0.026663879,19.870771,1.052884,19.415445,-0.54870886,19.076948,-0.877305,17.07152,-0.26581183,14.930405,-0.3545177,11.336045,-0.058648497,9.989491,-0.5835792,3.714159,-0.7818522,3.708342,-1.0090275,11.937176,0.6131257,15.063943,-0.8679417,16.633312,-1.3233016,17.853157,0.01484788,17.346218,-0.2237621,17.003548,0.11570388,17.962753,-2.3660953,17.020786,1.7136106,16.699549,0.27313775,12.549173,-1.3085073,9.698587,-0.067720056,6.895852,1.3854877,4.198032,0.076894,5.0
17.436905,7.100231,20.45167,0.51507246,20.621061,0.08122347,18.878033,0.039016157,18.783522,-0.3109917,17.87834,0.9088824,18.088926,-0.6922537,13.870734,1.4464778,11.340587,-0.64489,9.029741,0.13186008,6.009525,0.5560967,-3.2212844,1.0397518,-9.488215,-0.47507527,-16.70014,-0.71416414,19.000242,-0.29987285,19.335363,-0.028591314,19.473988,-0.9525496,19.48633,-0.34496388,19.328434,-1.0766991,17.715113,0.5600071,16.355923,-0.45909896,14.318361,-3.5970168,5.611262,1.2568439,0.49282345,0.9692682,-3.4355185,-0.2938838,-6.6688952,-0.27723747,-11.547138,1.2474455,-12.601395,-0.18213324,4.823908740944319
5.4422693,5.4501686,15.733559,0.87189496,18.429564,0.23175652,17.409403,0.20538546,17.433737,-0.025080122,16.42966,1.0420455,15.9194,-0.9906519,11.265263,1.1904098,10.23035,-0.54094934,8.204542,0.09174702,5.1755366,0.71789885,-3.7284992,1.0500401,-9.58329,-0.41848162,-16.478315,-0.69327724,18.762596,-0.23330237,19.233885,-0.26484957,19.523851,-1.3796663,19.384272,-0.5330968,19.20896,-0.89160746,17.39775,0.51135164,15.980176,-0.46194482,13.359843,-3.5670009,4.774921,1.0022246,-0.049302332,0.99648714,-4.0790358,-0.117103025,-6.670376,-0.16340904,-11.022327,0.9473123,-11.944933,0.43333164,4.698970004336019
4.782281,4.5340247,10.606276,1.611154,17.819817,0.67349344,17.281662,-0.21583647,17.664091,-0.036262836,17.212484,0.5542381,17.993956,-0.41915682,15.296044,1.4202042,12.731748,-0.9470492,11.306482,0.20123678,9.774267,-0.25643352,4.2072845,0.9437036,-0.06890667,1.4718199,-7.1593323,-0.5795539,13.726,-0.9325996,16.048527,-0.1711665,16.88391,-1.864272,16.99435,-1.3037517,16.789127,-0.51921964,14.983457,-0.33069712,12.6197605,-0.86973345,6.3067336,0.5191859,1.9659704,0.3396996,-2.0559547,0.6562659,-6.2246437,0.6206679,-8.91238,-0.10034543,-12.869201,1.2021445,-13.36042,0.27201894,4.6020599913279625
10.911172,6.2151723,15.314427,0.5232435,17.436937,0.18738274,16.5564,-0.0934695,16.892756,-0.46591708,16.56879,0.67131376,17.379635,-0.5200019,14.940132,1.1779574,13.218873,-0.88201284,11.786415,0.08521637,10.45289,-0.39367646,6.5475373,0.3427549,3.8946226,-0.40153855,-1.9816743,1.1608093,9.010054,-1.1659474,13.344992,0.21324411,14.774285,-1.5809402,15.196999,-1.1199425,14.792774,-0.49341163,13.373692,-0.31927416,9.888746,-0.9815696,3.9376245,0.40711823,1.3021649,0.10489938,-2.4609814,0.58146465,-6.359567,0.5738472,-8.52373,-0.103481434,-12.283595,1.1670672,-12.93575,-0.097907946,4.522878745280337
3.527754,2.636012,5.3126993,-0.851476,14.90456,0.42440027,14.748921,-0.23308049,15.445783,-0.4148223,15.511288,0.34011096,16.596544,-0.41066793,14.775927,1.0635858,13.63215,-0.7500583,12.620633,-0.037829358,11.785114,-0.5716159,8.782648,-0.37408558,7.910588,-0.50006413,3.4512177,-0.5104835,1.8175589,-0.6623678,6.91497,-0.7395017,10.191285,-0.9951764,10.792684,-0.7361251,10.722864,-0.08746745,9.682111,0.3426622,4.9772086,-0.47112736,1.9645473,0.18644416,0.6870605,-0.065807484,-2.5521338,0.6030781,-5.8681326,0.32435226,-7.698088,-0.13060062,-11.244652,0.8184084,-11.584254,0.4243517,4.455931955649724
2.364257,3.8995314,8.813381,1.0937546,15.94234,0.29002246,15.119572,0.19166844,15.578664,-0.4544849,15.761613,0.33460197,17.151297,-0.16947608,16.199259,1.1224254,15.061905,-0.8323711,13.948866,0.086040735,13.255171,-0.4619564,10.914495,-0.25115243,11.362436,-0.348509,8.661437,-0.28720266,-3.6464417,-0.32128474,1.5562563,0.77207613,6.340839,-0.75110775,8.164214,-0.00013467437,9.041062,-0.18712589,8.646406,0.34542757,5.583226,-0.23093586,3.3817112,0.009083865,2.2217739,-0.08405011,-0.27174762,0.5934311,-2.3092833,-0.18847623,-3.5214567,-0.21513157,-7.0389776,1.2000921,-8.173692,0.118892044,4.3979400086720375
2.4908912,3.9420621,7.9169016,0.2043752,8.122317,0.026690338,9.939381,-0.20498392,11.088838,-0.09451888,11.852968,0.29569018,13.47545,-0.3120536,12.602621,0.8463111,13.04705,-0.4200019,12.796733,0.037406765,12.687214,-0.73851764,10.667659,-0.31860116,11.697594,-0.21183242,9.281553,-0.2243882,-4.7897635,-0.019219756,-0.7307932,0.8549229,4.2141094,-0.7078973,6.1834,0.0029327741,7.074147,-0.34268883,6.3186707,-0.030760834,3.902666,-0.19177221,2.6176124,-0.09087494,2.1820807,-0.17820193,0.13506898,0.44038197,-1.3374865,-0.13814075,-2.3826282,-0.0025085576,-5.5173016,0.9248954,-6.182032,0.38171995,4.346787486224656
3.5097334,3.1389358,1.5144254,-0.785615,6.7457933,0.32674938,8.935688,-0.041851524,10.311528,0.26799726,11.614189,0.1911595,14.139337,0.11117731,14.327415,0.6978947,14.790039,-0.5774564,14.621134,0.29876855,14.605324,-0.85867107,13.173643,-0.50525755,15.188034,0.009130696,14.797553,0.3969096,-11.553818,1.0005373,-7.1335015,1.0672177,-2.849294,-0.5661761,1.1063051,-0.40906194,3.5152087,-0.56904435,3.4566095,0.14900656,2.4148655,0.028841311,2.8379786,-0.48336977,3.2784553,-0.13556737,1.2904098,0.3612634,0.42673704,-0.2928428,-0.27109298,-0.21213405,-3.3383956,1.0442127,-3.741821,-0.026966745,4.301029995663981
5.74112,3.9828687,3.5147812,0.22667976,5.7465644,-0.21532273,6.266078,0.057938196,6.2921715,-0.06465373,7.145558,0.1212728,9.864071,0.42995402,11.099212,0.6512197,12.583356,-0.24175487,13.187659,0.4168186,13.539425,-0.58867216,12.02851,-0.16651016,13.701109,-0.3410765,12.877196,0.29814914,-8.668764,-0.026616994,-4.0243797,0.77468014,1.7519163,-0.8800033,5.679616,0.511868,8.053064,-0.08889965,9.741421,-0.5699906,11.010531,0.16740467,11.579593,-1.1428577,10.083645,1.0659477,11.281926,0.40674832,8.362982,-1.2464814,6.2662544,-0.17071384,4.141075,0.9571943,1.8660834,0.29908234,4.259637310505756
7.9795604,4.701834,9.012199,-0.08020227,7.5305023,-0.7545069,7.65214,-0.27600622,8.368409,-0.06623548,9.5229025,-0.020852204,12.905534,0.18683778,14.415266,0.38914588,15.707814,-0.385722,15.859849,0.2119731,16.054451,-0.77554935,14.880163,-0.3201328,17.193897,-0.36059704,17.473976,0.82588726,-15.448836,0.100086026,-12.895997,0.96761185,-7.7569327,-0.14459674,-2.3369308,-1.0553831,2.612292,-0.7649125,5.0928454,0.4655247,7.7111216,0.6171951,10.635152,-1.4440378,10.791011,0.9246805,12.639542,-0.031118989,10.005997,-0.73073775,7.6382337,-0.18781553,5.4439945,0.8749595,3.44368,0.03905001,4.221848749616356
15.18911,6.204047,16.80763,-0.1593452,15.138671,-0.54707867,11.036589,-0.061529286,10.575863,-0.0015533223,11.197921,0.13759352,14.102433,0.115395054,14.713991,0.52750236,15.35147,-0.4734177,15.260938,0.13959396,15.500458,-0.59865206,14.361862,-0.59310824,16.932741,0.13298124,17.31801,1.1953375,-15.761795,0.29160362,-12.986365,1.1209296,-8.572604,-0.07934012,-4.134351,-0.8927787,-0.005631098,-0.7892323,1.3670309,0.054171495,2.035594,0.35073474,4.7443457,-0.9636459,6.746655,0.31069562,10.317158,0.22731547,8.427292,-1.0296829,7.3077464,0.13653538,6.07192,0.8020482,4.295512,0.17595468,4.187086643357144
8.58622,4.6994867,10.192925,-0.18658042,8.637693,-0.41272208,8.045824,0.17869209,8.292487,-0.06554396,9.704896,-0.08708742,13.547353,0.4575724,15.595131,0.5447719,16.496523,-0.5158958,16.52863,-0.0013032559,16.665693,-0.61471426,15.5147505,-0.33411992,17.945919,0.05292407,18.511051,0.85872656,-17.167187,0.3416513,-15.116768,0.99305296,-10.916102,-0.1341216,-6.20555,-1.0750933,-0.43393874,-0.78547144,1.848334,0.43954244,3.7459483,0.77719736,7.464744,-1.4168407,9.17957,0.7254436,11.89365,0.20324168,9.8814,-1.1788396,8.414987,-0.3344106,6.8691983,1.0390393,5.026437,0.29692596,4.154901959985743
7.3359156,4.1696434,1.956572,0.5764399,1.3298751,-0.57313377,0.76409197,-0.32593966,3.1001244,-0.060838357,5.9369516,-0.26002404,10.963976,0.76125616,13.811564,0.3030117,16.095606,-0.32736006,16.580673,0.36533883,16.88611,-0.6623665,15.933126,-0.39431992,18.504856,0.093438536,19.304302,1.4912758,-18.385286,0.09544856,-16.610563,0.5427914,-12.762316,-0.0060680136,-8.003182,-1.141633,-1.6498535,-0.07515456,1.0120175,0.37604773,3.1628277,0.7942388,7.026519,-1.5106385,9.114073,0.5669104,11.899393,0.22949842,9.793908,-0.7994528,7.8300123,-0.18752834,6.0117197,1.0328053,4.0292945,0.73472476,4.1249387366083
14.186646,6.3287964,12.173978,-0.34450188,8.282919,-0.9521735,7.5203648,0.106565915,8.04324,-0.01739081,10.593257,-0.15275556,15.877966,0.816061,18.211573,0.44100574,18.63822,-0.6042016,18.487028,-0.048360705,18.511473,-0.6133517,17.724382,-0.35013205,20.13304,-0.5765986,21.130571,0.95772,-20.723726,0.70421517,-20.073488,0.74829257,-18.236841,1.2369857,-15.168556,-1.3709862,-8.117164,0.7933643,-3.1661181,-0.3628993,-0.7020859,0.06430173,4.1776915,-1.3992043,8.134563,0.43941218,12.110712,-0.23750272,10.737844,-1.1080364,9.381719,-0.09517001,8.100643,1.1862465,6.504367,0.7298644,4.096910013008056
7.961264,3.841617,2.3581903,0.21485357,2.0997322,-0.5489814,0.86912256,-0.1444072,2.963187,-0.06388822,6.3127923,-0.39544395,12.131702,0.7452355,15.789063,0.14108132,17.524618,-0.76145446,17.737806,-0.07450656,17.941536,-1.2259709,17.260118,-0.40278372,19.80847,0.07735221,20.810635,0.9809476,-20.374283,0.79959303,-19.673721,0.8269384,-17.707432,1.1698164,-14.106774,-1.3586738,-6.387491,0.6117814,-1.0741014,-0.21237712,2.5222192,1.1639681,9.312912,-2.153594,12.868417,1.1337408,16.37407,-0.19025867,14.998408,-1.7446809,13.538703,0.5629277,12.759439,1.1355153,11.95936,1.0938069,4.070581074285707
12.7948475,5.740725,9.41516,-1.2560118,2.644137,-1.0337193,0.22023284,0.45579296,1.5991882,-0.03564594,4.4549785,-0.46145028,10.305457,0.94149834,13.655391,0.2701544,16.223043,-0.32429275,16.892347,0.38013345,17.331413,-1.0971037,16.542517,-0.68755174,19.203976,0.060322125,20.13857,0.9965355,-19.547573,0.11290851,-18.319328,0.7500469,-15.40786,1.3718271,-11.083207,-1.0777582,-2.5940547,0.29531977,1.0439367,0.7296644,5.7462983,1.2491244,12.641408,-1.7356194,14.962603,1.187569,17.696001,-0.38999707,16.069555,-2.2312746,14.981672,0.4021702,14.451683,1.1446159,13.890577,1.4829545,4.045757490560675
